Index,MOSI,MISO,CLK,CS,EVENT,PB7,PC2,PC3
6288370,1,1,0,1,0,1,0,0
6288498,1,1,0,1,0,1,0,1
6288626,1,1,0,1,0,1,1,1
6288761,1,1,0,1,0,1,1,0
6288881,1,1,0,1,0,1,0,0
6289016,1,1,0,1,0,1,0,1
6289136,1,1,0,1,0,1,1,1
6289272,1,1,0,1,0,1,1,0
6289527,1,1,0,1,0,1,1,1
6289646,1,1,0,1,0,1,0,1
6290037,1,1,0,1,0,1,0,0
6290157,1,1,0,1,0,1,1,0
6290548,1,1,0,1,0,1,1,1
6290675,1,1,0,1,0,1,0,1
6291066,1,1,0,1,0,1,0,0
6291178,1,1,0,1,0,1,1,0
6291449,1,1,0,1,0,1,0,0
6291576,1,1,0,1,0,1,0,1
6291696,1,1,0,1,0,1,1,1
6291832,1,1,0,1,0,1,1,0
6292087,1,1,0,1,0,1,1,1
6292206,1,1,0,1,0,1,0,1
6292597,1,1,0,1,0,1,0,0
6292725,1,1,0,1,0,1,1,0
6292988,1,1,0,1,0,1,0,0
6293116,1,1,0,1,0,1,0,1
6293235,1,1,0,1,0,1,1,1
6293371,1,1,0,1,0,1,1,0
6293626,1,1,0,1,0,1,1,1
6293746,1,1,0,1,0,1,0,1
6294136,1,1,0,1,0,1,0,0
6294264,1,1,0,1,0,1,1,0
6294655,1,1,0,1,0,1,1,1
6294766,1,1,0,1,0,1,0,1
6295165,1,1,0,1,0,1,0,0
6295285,1,1,0,1,0,1,1,0
6295548,1,1,0,1,0,1,0,0
6295684,1,1,0,1,0,1,0,1
6295803,1,1,0,1,0,1,1,1
6295939,1,1,0,1,0,1,1,0
6296194,1,1,0,1,0,1,1,1
6296314,1,1,0,1,0,1,0,1
6296577,1,1,0,1,0,1,1,1
6296712,1,1,0,1,0,1,1,0
6296824,1,1,0,1,0,1,0,0
6296968,1,1,0,1,0,1,0,1
6297223,1,1,0,1,0,1,0,0
6297335,1,1,0,1,0,1,1,0
6297733,1,1,0,1,0,1,1,1
6297853,1,1,0,1,0,1,0,1
6298108,1,1,0,1,0,1,1,1
6298252,1,1,0,1,0,1,1,0
6298363,1,1,0,1,0,1,0,0
6298507,1,1,0,1,0,1,0,1
6298762,1,1,0,1,0,1,0,0
6298874,1,1,0,1,0,1,1,0
6299137,1,1,0,1,0,1,0,0
6299272,1,1,0,1,0,1,0,1
6299384,1,1,0,1,0,1,1,1
6299528,1,1,0,1,0,1,1,0
6299647,1,1,0,1,0,1,0,0
6299783,1,1,0,1,0,1,0,1
6299903,1,1,0,1,0,1,1,1
6300038,1,1,0,1,0,1,1,0
6300158,1,1,0,1,0,1,0,0
6300293,1,1,0,1,0,1,0,1
6300421,1,1,0,1,0,1,1,1
6300549,1,1,0,1,0,1,1,0
6300772,1,1,0,1,0,1,0,0
6300820,1,1,0,1,0,1,0,1
6301085,1,1,0,1,0,1,0,0
6301087,1,1,0,1,0,1,1,0
6301090,1,1,0,1,0,1,0,0
6301107,1,1,0,1,1,1,0,0
6301444,1,1,0,1,1,0,0,0
6302320,1,0,0,0,1,0,0,0
6302576,0,0,0,0,1,0,0,0
6302578,0,0,1,0,1,0,0,0
6302582,0,1,0,0,1,0,0,0
6302586,0,1,1,0,1,0,0,0
6302590,0,1,0,0,1,0,0,0
6302594,0,1,1,0,1,0,0,0
6302598,0,0,0,0,1,0,0,0
6302602,0,0,1,0,1,0,0,0
6302606,0,0,0,0,1,0,0,0
6302610,0,0,1,0,1,0,0,0
6302614,1,0,0,0,1,0,0,0
6302618,1,0,1,0,1,0,0,0
6302622,0,1,0,0,1,0,0,0
6302626,0,1,1,0,1,0,0,0
6302630,0,0,0,0,1,0,0,0
6302634,0,0,1,0,1,0,0,0
6302638,0,0,0,0,1,0,0,0
6302640,0,0,1,0,1,0,0,0
6302644,0,1,0,0,1,0,0,0
6302648,0,1,1,0,1,0,0,0
6302652,0,1,0,0,1,0,0,0
6302655,0,1,0,0,0,0,0,0
6302656,0,1,1,0,0,0,0,0
6302660,0,1,0,0,0,0,0,0
6302664,0,1,1,0,0,0,0,0
6302668,0,0,0,0,0,0,0,0
6302672,0,0,1,0,0,0,0,0
6302676,0,0,0,0,0,0,0,0
6302680,0,0,1,0,0,0,0,0
6302684,0,0,0,0,0,0,0,0
6302688,0,0,1,0,0,0,0,0
6302692,0,0,0,0,0,0,0,0
6302696,0,0,1,0,0,0,0,0
6302700,0,0,0,0,0,0,0,0
6302701,0,1,0,0,0,0,0,0
6302702,0,1,1,0,0,0,0,0
6302706,0,0,0,0,0,0,0,0
6302710,0,0,1,0,0,0,0,0
6302714,0,0,0,0,0,0,0,0
6302718,0,0,1,0,0,0,0,0
6302722,0,0,0,0,0,0,0,0
6302726,0,0,1,0,0,0,0,0
6302730,0,0,0,0,0,0,0,0
6302734,0,0,1,0,0,0,0,0
6302738,0,0,0,0,0,0,0,0
6302742,0,0,1,0,0,0,0,0
6302746,0,0,0,0,0,0,0,0
6302750,0,0,1,0,0,0,0,0
6302754,0,0,0,0,0,0,0,0
6302758,0,0,1,0,0,0,0,0
6302762,0,0,0,0,0,0,0,0
6302764,0,0,1,0,0,0,0,0
6302768,0,1,0,0,0,0,0,0
6302772,0,1,1,0,0,0,0,0
6302776,0,0,0,0,0,0,0,0
6302780,0,0,1,0,0,0,0,0
6302784,0,0,0,0,0,0,0,0
6302788,0,0,1,0,0,0,0,0
6302792,0,0,0,0,0,0,0,0
6302796,0,0,1,0,0,0,0,0
6302800,0,0,0,0,0,0,0,0
6302804,0,0,1,0,0,0,0,0
6302808,0,0,0,0,0,0,0,0
6302812,0,0,1,0,0,0,0,0
6302816,0,1,0,0,0,0,0,0
6302820,0,1,1,0,0,0,0,0
6302824,1,0,0,0,0,0,0,0
6303030,1,0,0,1,0,0,0,0
6303032,1,1,0,1,0,0,0,0
6303164,1,0,0,0,0,0,0,0
6303420,0,0,0,0,0,0,0,0
6303422,0,0,1,0,0,0,0,0
6303426,0,0,0,0,0,0,0,0
6303430,0,0,1,0,0,0,0,0
6303434,0,0,0,0,0,0,0,0
6303438,0,0,1,0,0,0,0,0
6303442,0,0,0,0,0,0,0,0
6303446,0,0,1,0,0,0,0,0
6303450,0,0,0,0,0,0,0,0
6303454,0,0,1,0,0,0,0,0
6303458,0,0,0,0,0,0,0,0
6303462,0,0,1,0,0,0,0,0
6303466,0,0,0,0,0,0,0,0
6303470,0,0,1,0,0,0,0,0
6303474,1,0,0,0,0,0,0,0
6303478,1,0,1,0,0,0,0,0
6303482,0,0,0,0,0,0,0,0
6303484,0,0,1,0,0,0,0,0
6303488,0,0,0,0,0,0,0,0
6303492,0,0,1,0,0,0,0,0
6303496,0,0,0,0,0,0,0,0
6303500,0,0,1,0,0,0,0,0
6303504,0,0,0,0,0,0,0,0
6303508,0,0,1,0,0,0,0,0
6303512,0,0,0,0,0,0,0,0
6303516,0,0,1,0,0,0,0,0
6303520,0,0,0,0,0,0,0,0
6303524,0,0,1,0,0,0,0,0
6303528,0,0,0,0,0,0,0,0
6303532,0,0,1,0,0,0,0,0
6303536,0,0,0,0,0,0,0,0
6303540,0,0,1,0,0,0,0,0
6303544,0,0,0,0,0,0,0,0
6303546,0,0,1,0,0,0,0,0
6303550,0,0,0,0,0,0,0,0
6303554,0,0,1,0,0,0,0,0
6303558,0,0,0,0,0,0,0,0
6303562,0,0,1,0,0,0,0,0
6303566,0,0,0,0,0,0,0,0
6303570,0,0,1,0,0,0,0,0
6303574,0,1,0,0,0,0,0,0
6303578,0,1,1,0,0,0,0,0
6303582,0,1,0,0,0,0,0,0
6303586,0,1,1,0,0,0,0,0
6303590,0,0,0,0,0,0,0,0
6303594,0,0,1,0,0,0,0,0
6303598,0,1,0,0,0,0,0,0
6303602,0,1,1,0,0,0,0,0
6303606,1,0,0,0,0,0,0,0
6303846,1,0,0,1,0,0,0,0
6303847,1,1,0,1,0,0,0,0
6304000,1,0,0,0,0,0,0,0
6304257,0,0,0,0,0,0,0,0
6304259,0,0,1,0,0,0,0,0
6304263,0,0,0,0,0,0,0,0
6304267,0,0,1,0,0,0,0,0
6304271,0,0,0,0,0,0,0,0
6304275,0,0,1,0,0,0,0,0
6304279,0,0,0,0,0,0,0,0
6304283,0,0,1,0,0,0,0,0
6304287,0,0,0,0,0,0,0,0
6304291,0,0,1,0,0,0,0,0
6304295,1,0,0,0,0,0,0,0
6304299,1,0,1,0,0,0,0,0
6304303,1,0,0,0,0,0,0,0
6304307,1,0,1,0,0,0,0,0
6304311,0,0,0,0,0,0,0,0
6304315,0,0,1,0,0,0,0,0
6304319,0,0,0,0,0,0,0,0
6304321,0,0,1,0,0,0,0,0
6304325,0,0,0,0,0,0,0,0
6304329,0,0,1,0,0,0,0,0
6304333,0,0,0,0,0,0,0,0
6304337,0,0,1,0,0,0,0,0
6304341,0,0,0,0,0,0,0,0
6304345,0,0,1,0,0,0,0,0
6304349,1,0,0,0,0,0,0,0
6304353,1,0,1,0,0,0,0,0
6304357,1,0,0,0,0,0,0,0
6304361,1,0,1,0,0,0,0,0
6304365,0,0,0,0,0,0,0,0
6304369,0,0,1,0,0,0,0,0
6304373,1,0,0,0,0,0,0,0
6304377,1,0,1,0,0,0,0,0
6304381,0,0,0,0,0,0,0,0
6304383,0,0,1,0,0,0,0,0
6304387,0,0,0,0,0,0,0,0
6304391,0,0,1,0,0,0,0,0
6304395,0,0,0,0,0,0,0,0
6304399,0,0,1,0,0,0,0,0
6304403,0,0,0,0,0,0,0,0
6304407,0,0,1,0,0,0,0,0
6304411,0,0,0,0,0,0,0,0
6304415,0,0,1,0,0,0,0,0
6304419,0,0,0,0,0,0,0,0
6304423,0,0,1,0,0,0,0,0
6304427,0,0,0,0,0,0,0,0
6304431,0,0,1,0,0,0,0,0
6304435,0,0,0,0,0,0,0,0
6304439,0,0,1,0,0,0,0,0
6304443,0,0,0,0,0,0,0,0
6304445,0,0,1,0,0,0,0,0
6304449,0,0,0,0,0,0,0,0
6304453,0,0,1,0,0,0,0,0
6304457,0,1,0,0,0,0,0,0
6304461,0,1,1,0,0,0,0,0
6304465,0,1,0,0,0,0,0,0
6304469,0,1,1,0,0,0,0,0
6304473,0,1,0,0,0,0,0,0
6304477,0,1,1,0,0,0,0,0
6304481,0,1,0,0,0,0,0,0
6304485,0,1,1,0,0,0,0,0
6304489,0,0,0,0,0,0,0,0
6304493,0,0,1,0,0,0,0,0
6304497,0,0,0,0,0,0,0,0
6304501,0,0,1,0,0,0,0,0
6304505,0,0,0,0,0,0,0,0
6304506,0,1,0,0,0,0,0,0
6304507,0,1,1,0,0,0,0,0
6304511,0,0,0,0,0,0,0,0
6304515,0,0,1,0,0,0,0,0
6304519,0,0,0,0,0,0,0,0
6304523,0,0,1,0,0,0,0,0
6304527,0,1,0,0,0,0,0,0
6304531,0,1,1,0,0,0,0,0
6304535,0,1,0,0,0,0,0,0
6304539,0,1,1,0,0,0,0,0
6304543,0,1,0,0,0,0,0,0
6304547,0,1,1,0,0,0,0,0
6304551,0,1,0,0,0,0,0,0
6304555,0,1,1,0,0,0,0,0
6304559,0,0,0,0,0,0,0,0
6304563,0,0,1,0,0,0,0,0
6304567,0,0,0,0,0,0,0,0
6304569,0,0,1,0,0,0,0,0
6304573,0,0,0,0,0,0,0,0
6304577,0,0,1,0,0,0,0,0
6304581,0,0,0,0,0,0,0,0
